method,parameter,sample_size,mean_abs_bias,mean_abs_rel_bias,mean_abs_bias_z,mean_coverage,mean_convergence,mean_time
nlminb,delta,1000,1.372176383164142,0.8012429104792963,0.11137963007105292,0.9783169727539462,0.7578285714285714,0.11680473224378055
nlminb,delta,5000,0.8378076106187615,0.4232310534717858,0.11508094881853191,0.977024011079636,0.7721714285714286,0.2582254289094926
nr,delta,100,0.6264504959276792,0.2119955527429358,0.04811432611025275,0.9293156446899088,0.7350857142857142,0.13100006665226852
nr,delta,250,0.6721167723016357,0.24475180308913272,0.03452562691160946,0.8877780004822762,0.8715714285714286,0.12279235665398398
nr,delta,500,0.8463109677517842,0.2982820398496565,0.028098480171780727,0.9537832416028572,0.9303142857142858,0.13215660294532752
nr,delta,1000,0.8964757878857715,0.3338557130279845,0.018517299282508715,0.9158624540142909,0.9541142857142857,0.13968338774783678
nr,delta,5000,0.7891594262854704,0.2702741459655959,0.026812771597364428,0.8452379718237872,0.8868571428571429,0.3339446049807855
optim,delta,100,1.414467951076498,0.566406596297001,0.17616907348295283,0.9711925333224389,0.8193142857142857,0.10352371935215518
optim,delta,250,0.40135003182100215,0.19673025493859972,0.10948866293221948,0.9738963875011538,0.8325428571428571,0.096992891632725
optim,delta,500,0.9828115872800752,0.36223319313384206,0.10650276225547897,0.9755608796639498,0.8452857142857143,0.10510037102371887
optim,delta,1000,0.8212048768456643,0.3059290943707226,0.1394280705443136,0.9734462611260423,0.8266857142857142,0.11847143332040955
optim,delta,5000,0.8614670429781439,0.3139702432600047,0.1798505619616746,0.9627985075895948,0.8009714285714286,0.21559063931743344
tmb,delta,100,0.49031726353419,0.1938200168377115,0.17572131271347582,0.9688669456875456,0.9789714285714286,0.1416969823894934
tmb,delta,250,0.38154247501311345,0.15458102638569715,0.13803660501743167,0.9759976244903332,0.9847142857142858,0.1250116723581572
tmb,delta,500,0.3274804955358052,0.13397763569655424,0.1073858755795869,0.9775162925239356,0.9836857142857143,0.14261220559808688
tmb,delta,1000,0.29277314356714573,0.12082571768002105,0.09092896802780188,0.9793112221431434,0.9833714285714286,0.169923678502007
tmb,delta,5000,0.23489072750098194,0.10027514663807487,0.06780101100469538,0.9744387641915192,0.9890857142857142,0.38372159701748415
nlminb,gamma,100,2.1690561814271283,2.301908435150512,0.15942900987857597,0.8368449092547282,0.6679142857142857,0.11839421317861805
nlminb,gamma,250,1.2449161853633213,1.264986344526215,0.1635919860539341,0.8591482360307602,0.724,0.0951962430807747
nlminb,gamma,500,0.6430576439950669,0.6623410741002178,0.24512622365624578,0.8642385676767839,0.7478857142857143,0.10383776819950667
nlminb,gamma,1000,0.21618012143771087,0.2355821750121136,0.28237917860415673,0.875749239691609,0.7578285714285714,0.11680473224378055
nlminb,gamma,5000,0.0414276135562375,0.049903074777412654,0.11443758942580239,0.9250274012289259,0.7721714285714286,0.2582254289094926
nr,gamma,100,0.6935375737287208,0.7168655597022332,0.06320338676247153,0.9117291112205902,0.7350857142857142,0.13100006665226852
nr,gamma,250,0.32023217646228175,0.3411697227713994,0.04374892095844354,0.9711474564677756,0.8715714285714286,0.12279235665398398
nr,gamma,500,0.27284801706925854,0.2912770658510386,0.026897981955687492,0.9628532471881783,0.9303142857142858,0.13215660294532752
nr,gamma,1000,0.11947344170281157,0.1376282617989976,0.015623466608645302,0.9776409205638575,0.9541142857142857,0.13968338774783678
nr,gamma,5000,0.18001900762388348,0.20515705470384374,0.02909601053101357,0.8142408490395673,0.8868571428571429,0.3339446049807855
optim,gamma,100,1.202543934888241,1.284278482396437,0.1588491036283491,0.8380123269442779,0.8193142857142857,0.10352371935215518
optim,gamma,250,0.6126293745888318,0.653301131383031,0.16312279728591628,0.8747774983614864,0.8325428571428571,0.096992891632725
optim,gamma,500,0.26643249032915417,0.2865040403940111,0.19669275022910715,0.8741028690567527,0.8452857142857143,0.10510037102371887
optim,gamma,1000,0.17784785962419516,0.2060322646471337,0.1438995723803924,0.937057245193442,0.8266857142857142,0.11847143332040955
optim,gamma,5000,0.01680368963369991,0.018940071282576416,0.07638574771724221,0.9361267089671952,0.8009714285714286,0.21559063931743344
tmb,gamma,100,0.41198530927457966,0.4627614195868266,0.2524256727986454,0.9224319818580854,0.9789714285714286,0.1416969823894934
tmb,gamma,250,0.25263036130233296,0.2804250685382992,0.2289905164739975,0.9287328388272519,0.9847142857142858,0.1250116723581572
tmb,gamma,500,0.14166478380137792,0.1544870419178137,0.19445352990643927,0.9256933826439832,0.9836857142857143,0.14261220559808688
tmb,gamma,1000,0.062818415372108,0.0670539786452359,0.14859527615787865,0.9219560129424884,0.9833714285714286,0.169923678502007
tmb,gamma,5000,0.0327972485748155,0.039177534367499656,0.11581653534926249,0.9256744548503972,0.9890857142857142,0.38372159701748415
nlminb,lambda,100,7.9298272615267065,5.286551507684471,0.18476513376198908,0.8936015220672661,0.6679142857142857,0.11839421317861805
nlminb,lambda,250,3.1098573681121158,2.0732382454080773,0.17223372349879149,0.9352546096569243,0.724,0.0951962430807747
nlminb,lambda,500,1.4888969722519134,0.9925979815012757,0.18245432738959977,0.9538906425451558,0.7478857142857143,0.10383776819950667
nlminb,lambda,1000,1.1375274798067827,0.7583516532045217,0.18091871158253398,0.9683848579176675,0.7578285714285714,0.11680473224378055
nlminb,lambda,5000,0.49265117949803855,0.328434119665359,0.14210435212748862,0.9656460125664572,0.7721714285714286,0.2582254289094926
nr,lambda,100,1.2379336198896316,0.825289079926421,0.015269031638097773,0.9102662947527942,0.7350857142857142,0.13100006665226852
nr,lambda,250,0.7755692546155939,0.5170461697437293,0.027356299587211922,0.9291000223297932,0.8715714285714286,0.12279235665398398
nr,lambda,500,0.4313993551775962,0.2875995701183975,0.01601110542992962,0.9463620809722784,0.9303142857142858,0.13215660294532752
nr,lambda,1000,0.45693935832639887,0.30462623888426593,0.014552821080111165,0.9832423961094469,0.9541142857142857,0.13968338774783678
nr,lambda,5000,0.40584761610668474,0.27056507740445646,0.009429955695949538,0.82188977353711,0.8868571428571429,0.3339446049807855
optim,lambda,100,4.794386789418386,3.1962578596122575,0.21886162550962243,0.8364918710336231,0.8193142857142857,0.10352371935215518
optim,lambda,250,3.101895094417062,2.067930062944708,0.2275436863810848,0.857233916648476,0.8325428571428571,0.096992891632725
optim,lambda,500,3.167755313389123,2.111836875592749,0.25207376251270946,0.9366684036773275,0.8452857142857143,0.10510037102371887
optim,lambda,1000,0.621316525357267,0.41421101690484463,0.17062783783793972,0.9069050623953364,0.8266857142857142,0.11847143332040955
optim,lambda,5000,0.38746000704838696,0.2583066713655913,0.16542298690031512,0.9489734891614205,0.8009714285714286,0.21559063931743344
tmb,lambda,100,0.668847115358145,0.44589807690543004,0.21257253393244693,0.9376792065246762,0.9789714285714286,0.1416969823894934
tmb,lambda,250,0.5040049239730671,0.3360032826487114,0.1924982769585014,0.9255494832982115,0.9847142857142858,0.1250116723581572
tmb,lambda,500,0.5472414488704707,0.3648276325803138,0.1877639360413391,0.9377807519715342,0.9836857142857143,0.14261220559808688
tmb,lambda,1000,0.5857365642660836,0.39049104284405567,0.19807882301084476,0.9443883916305116,0.9833714285714286,0.169923678502007
tmb,lambda,5000,0.5524653816636044,0.3683102544424029,0.21763028702114073,0.9512058347668753,0.9890857142857142,0.38372159701748415
